,Trial,BPM,GestureSize,MedianVelocityRegionOne,MedianVelocityRegionTwo,MeanVelocityRegionOne,MeanVelocityRegionTwo
197,40.0,100.0,M,1.154311,0.67995925,1.1731831461538462,0.6745785
198,1.0,120.0,M,1.8042145,0.85870275,1.7501863,0.842670929
199,2.0,120.0,M,1.889386,0.4697326,1.72669422,0.6435126542857142
200,3.0,120.0,M,1.427979,0.65137115,1.3937201333333331,0.6673712500000001
201,4.0,120.0,M,1.53795,0.5579967,1.5362328,0.7109201714285714
202,5.0,120.0,M,1.482346,0.7078015000000001,1.4643439,0.7245691642857143
203,6.0,120.0,M,1.421475,0.7221859,1.3421603500000001,0.73500404
204,7.0,120.0,M,1.740386,0.77184845,1.7071420272727271,0.7853199125000001
205,8.0,120.0,M,1.5446364999999997,1.062293,1.537863233333333,0.8951351285714286
206,9.0,120.0,M,1.6901275,0.6158670999999999,1.6897683666666667,0.7663290714285714
207,10.0,120.0,M,1.511631,0.9852467,1.3716593,0.8786039833333333
208,11.0,120.0,M,1.663446,0.7879885999999999,1.6251229076923077,0.776188825
209,12.0,120.0,M,1.9146165000000002,0.7518958,1.8486568,0.7947913877777777
210,13.0,120.0,M,1.795147,1.053277,1.496111376923077,0.8968329285714286
211,14.0,120.0,M,1.9353159999999998,0.9484007,1.7268150416666666,0.8849229571428572
212,15.0,120.0,M,1.7840405000000001,1.067792,1.7697644999999997,0.9505877777777777
213,16.0,120.0,M,1.592984,0.8905921,1.5958328333333336,0.8555936285714285
214,17.0,120.0,M,1.884153,0.6589668000000001,1.8552763000000003,0.8390230888888889
215,18.0,120.0,M,1.8077259999999997,0.9070553,1.6576248583333333,0.9223343999999999
216,19.0,120.0,M,1.69417,1.0246304,1.7305785999999999,0.93936341125
217,20.0,120.0,M,1.574946,0.7249204,1.4709159538461536,0.7361193416666666
218,21.0,120.0,M,1.3081749999999999,0.5204641999999999,1.1872821916666665,0.6233969428571429
219,22.0,120.0,M,1.3939620000000001,0.79475915,1.3040781636363636,0.7510490166666667
220,23.0,120.0,M,1.377381,0.7016861000000001,1.3537253272727272,0.6842526733333333
221,24.0,120.0,M,1.11871835,0.727589,1.1458196416666666,0.6463400000000001
222,25.0,120.0,M,1.2389645,0.5078299000000001,1.2512717250000003,0.6269314625
223,26.0,120.0,M,1.549566,0.8018894,1.2998798636363635,0.7299390333333333
224,27.0,120.0,M,1.0557809999999999,0.4777848,0.9928516090909089,0.4808780028571428
225,28.0,120.0,M,1.2004059999999999,0.7614379499999999,1.0987087923076924,0.6802858166666667
226,29.0,120.0,M,1.301397,0.6520608,1.108933325,0.6278141616666666
227,30.0,120.0,M,1.2122915,0.7004642,1.1769917749999999,0.6578060571428572
228,31.0,120.0,M,1.31575,0.6698472,1.3156805333333335,0.6022150333333333
229,32.0,120.0,M,1.493435,0.6695455,1.2462165181818181,0.6057318666666666
230,33.0,120.0,M,1.34308,0.6264833,1.2833858166666665,0.6263206666666666
231,34.0,120.0,M,1.212375,0.5455730999999999,1.1977953833333335,0.5948634142857142
232,35.0,120.0,M,1.203337,0.59901565,1.2143090363636364,0.5827257066666666
233,36.0,120.0,M,1.3173180000000002,0.6244028500000001,1.29463955,0.586793625
234,37.0,120.0,M,1.4749615,0.7429765499999998,1.4279158100000005,0.6809093
235,38.0,120.0,M,1.090659,0.629185,1.1850839727272726,0.6061247142857143
236,39.0,120.0,M,1.395232,0.66830185,1.2355961599999998,0.656011525
237,40.0,120.0,M,1.377838,0.96521,1.3302841000000003,0.8441625833333335
238,1.0,80.0,L,1.877318,0.9126573499999999,1.8369097599999997,0.9562420899999999
239,2.0,80.0,L,2.071097,1.021829,2.0020456666666666,1.0187054545454546
240,3.0,80.0,L,1.938015,0.9105489499999999,1.819590666666667,0.9602906385714285
241,4.0,80.0,L,1.734114,0.9133478,1.6703699166666663,1.0190984454545455
242,5.0,80.0,L,1.6975740000000001,0.9307303,1.7451312611111114,0.9817186538461538
243,6.0,80.0,L,1.842811,1.0006906500000001,1.8440116999999998,1.0047901583333336
244,7.0,80.0,L,1.592335,0.83965225,1.663253617647059,0.9261243583333334
245,8.0,80.0,L,2.062648,0.8688449,1.9154533333333335,0.94689426
246,9.0,80.0,L,1.6884150000000002,0.8553026,1.7045815705882352,0.8901070999999999
247,10.0,80.0,L,1.8968330000000002,0.8789572000000001,1.9003555352941177,0.9490229033333334
248,11.0,80.0,L,2.200054,0.9236619,2.1001798666666667,1.0505730357142855
249,12.0,80.0,L,1.9195115,1.004939,1.8032677499999998,1.095536318181818
250,13.0,80.0,L,2.073662,1.049484,2.038469066666666,1.038949757272727
251,14.0,80.0,L,2.07756,0.94955675,1.9876668941176476,0.974205125
252,15.0,80.0,L,2.326848,0.9866443000000001,2.1942870666666665,1.0667343545454546
253,16.0,80.0,L,2.498822,1.1640110000000001,2.2291879333333338,1.1468114900000002
254,17.0,80.0,L,1.903171,1.0580129999999999,1.7981163944444443,1.1487862454545452
255,18.0,80.0,L,1.829553,0.93370865,1.7658483176470587,0.924479896
256,19.0,80.0,L,1.7768495,0.9600122999999999,1.6909263555555554,1.01175186
257,20.0,80.0,L,2.277576,0.99828695,2.07672574,1.0058061999999999
258,21.0,80.0,L,1.667531,1.047675,1.7918566999999999,0.9601570285714285
259,22.0,80.0,L,2.1566739999999998,0.8945228999999999,1.984549607142857,0.916075775
260,23.0,80.0,L,1.831668,0.8192495000000001,1.7090958266666667,0.8968921000000001
261,24.0,80.0,L,1.7146830000000002,1.06445,1.7217416066666666,1.0287115125
262,25.0,80.0,L,2.1744305,1.02048465,2.1640962499999996,0.9335305620000002
263,26.0,80.0,L,2.059368,0.77669615,1.8593036285714284,0.8931800260000001
264,27.0,80.0,L,1.8173380000000001,0.7957632,1.746718235714286,0.7820225
265,28.0,80.0,L,1.637205,0.9775128000000001,1.7301427933333333,0.94208025125
266,29.0,80.0,L,1.8251415,0.9802276999999999,1.8021051666666663,0.9140426789999999
267,30.0,80.0,L,1.450849,1.1540700000000002,1.624053426666667,1.0575423428571429
268,31.0,80.0,L,1.8919119999999998,0.7431687,1.74025925,0.8683251111111111
269,32.0,80.0,L,1.698853,0.68307225,1.7952339076923078,0.81138367375
270,33.0,80.0,L,1.8185639999999998,0.7728024,1.7620115714285713,0.8276020500000001
271,34.0,80.0,L,1.946693,0.9640360000000001,1.9284407499999998,0.89439148
272,35.0,80.0,L,1.9517579999999999,0.6306345,1.751460042857143,0.7097695637500001
273,36.0,80.0,L,1.749416,0.8645911500000001,1.6542522647058826,0.894633
274,37.0,80.0,L,1.938847,0.9524547000000001,1.9292759999999998,0.8978020350000001
275,38.0,80.0,L,1.8907490000000002,1.02475455,1.9639265384615388,1.0258999125
276,39.0,80.0,L,1.8176849999999998,0.81702325,1.8434784615384614,0.8387617900000001
277,40.0,80.0,L,1.9646305000000002,0.9185627000000001,1.7905308714285713,0.7918465571428571
278,1.0,100.0,L,2.234411,0.8379976,2.292564923076923,1.0818689355555557
279,2.0,100.0,L,2.233089,1.1284239999999999,2.339526307692308,1.0814969111111108
280,3.0,100.0,L,2.396154,0.9511391,2.339603076923077,0.9770545583333333
281,4.0,100.0,L,1.9669919999999999,0.98137615,1.9685144529411762,1.0517121180000002
282,5.0,100.0,L,2.255033,0.89850125,2.0870908133333335,1.0313979500000001
283,6.0,100.0,L,2.601692,1.27478,2.5084592307692306,1.2112922599999998
284,7.0,100.0,L,2.3753985,0.8993631,2.331421771428571,1.0378018224999999
285,8.0,100.0,L,2.896743,0.8683298,2.614861,1.0645072999999998
286,9.0,100.0,L,2.492872,1.0935454500000001,2.6435096923076924,1.21953253
287,10.0,100.0,L,2.460093,1.0752769999999998,2.4355599090909092,1.0716736199999999
288,11.0,100.0,L,2.5706555,1.033325,2.3644776642857144,1.1537516636363636
289,12.0,100.0,L,2.0998099999999997,1.139457,1.9053387133333335,1.150521825
290,13.0,100.0,L,2.454053,1.03154515,2.3169180615384617,1.16836525
291,14.0,100.0,L,2.43725,1.144609,2.337941076923077,1.0940064727272727
292,15.0,100.0,L,2.389508,0.7756945,2.2169368461538466,0.97346433
293,16.0,100.0,L,2.420175,1.00477245,2.3340655,0.988466241
294,17.0,100.0,L,2.3905925,1.367665,2.4359270714285715,1.232323871111111
295,18.0,100.0,L,2.361663,1.105341,2.329413769230769,1.1347546
296,19.0,100.0,L,2.049538,0.8969424000000001,2.0698999733333334,1.0420079555555555
297,20.0,100.0,L,2.238407,0.9013879000000001,2.2169869357142855,1.0511637555555555
298,21.0,100.0,L,1.698162,0.90957855,1.6131005875000002,0.90314216
299,22.0,100.0,L,1.7791815,0.8076865,1.6313165642857146,0.8172567
300,23.0,100.0,L,1.7728389999999998,0.6362468000000001,1.63008245,0.7138827037500002
301,24.0,100.0,L,1.575315,1.0517546,1.6421631642857144,0.91524678625
302,25.0,100.0,L,1.680506,0.76967775,1.6460971076923074,0.821766864
303,26.0,100.0,L,1.7378635,0.9354346,1.725883416666667,0.9702012222222223
304,27.0,100.0,L,1.7749419999999998,0.8742584999999999,1.584224415384615,0.71689229
305,28.0,100.0,L,1.632243,0.5864501,1.5332403538461539,0.6301877787500001
306,29.0,100.0,L,1.602826,0.8544356,1.4728189071428572,0.8098547862500001
307,30.0,100.0,L,1.550662,0.741312,1.6095517384615385,0.78162891
308,31.0,100.0,L,1.4846620000000001,0.8159257,1.5372187076923078,0.7158052142857142
309,32.0,100.0,L,1.7892185,1.078785,1.7308499000000002,0.9436245155555556
310,33.0,100.0,L,1.446581,0.5540248000000001,1.4478876928571427,0.7290572644444445
311,34.0,100.0,L,1.3322615,0.97479265,1.29357505,0.8670926333333333
312,35.0,100.0,L,1.499347,0.74132815,1.4827899538461542,0.67857448875
313,36.0,100.0,L,1.597858,0.9499997,1.5568334615384611,0.9366211875
314,37.0,100.0,L,1.703468,0.8577870999999999,1.5109550583333329,0.7775921142857143
315,38.0,100.0,L,1.429836,0.4682675,1.4476937583333334,0.6383816
316,39.0,100.0,L,1.55613,0.93724955,1.5231372230769227,0.869097131
317,40.0,100.0,L,1.521963,0.7264518499999999,1.4983341615384616,0.759826982
318,1.0,120.0,L,2.4686615,1.5087700000000002,2.1584505714285713,1.3000303285714288
319,2.0,120.0,L,2.685107,1.0964315,2.674366076923077,1.1961716
320,3.0,120.0,L,2.7616445,0.9950631,2.7908749999999998,1.16752875
321,4.0,120.0,L,2.777913,1.177097,2.75699425,1.15055727
322,5.0,120.0,L,2.3802220000000003,0.8213234500000001,2.3982818461538464,1.0870782900000002
323,6.0,120.0,L,2.719576,1.267136,2.4124146769230768,1.25135244125
324,7.0,120.0,L,2.3892785,1.1381655,2.4378196666666665,1.163361075
325,8.0,120.0,L,2.762471,1.3160530000000001,2.447445123076924,1.2943503975000001
326,9.0,120.0,L,2.3788240000000003,1.1959879999999998,2.273646445454545,1.0376517428571428
327,10.0,120.0,L,2.0150349999999997,0.9552256499999999,2.1945479846153844,1.04509295
328,11.0,120.0,L,2.020251,0.6504415,2.12340723076923,0.9632950666666665
