,Trial,BPM,GestureSize,MinAngleRegionTwo
88,10.0,120.0,S,79.18681
89,11.0,120.0,S,64.37508000000001
90,12.0,120.0,S,77.14397
91,13.0,120.0,S,78.73040999999998
92,14.0,120.0,S,67.72166999999999
93,15.0,120.0,S,81.24209
94,16.0,120.0,S,76.05096
95,17.0,120.0,S,75.11929
96,18.0,120.0,S,70.63896
97,19.0,120.0,S,71.71633
98,20.0,120.0,S,68.80757
99,21.0,120.0,S,75.30478000000002
100,22.0,120.0,S,77.71311
101,23.0,120.0,S,70.6443
102,24.0,120.0,S,76.56895
103,25.0,120.0,S,76.43467
104,26.0,120.0,S,79.4397
105,27.0,120.0,S,79.90923000000002
106,28.0,120.0,S,75.98115
107,29.0,120.0,S,78.56223
108,30.0,120.0,S,78.33184
109,31.0,120.0,S,78.85611999999998
110,32.0,120.0,S,83.58117
111,33.0,120.0,S,72.33744
112,34.0,120.0,S,82.17014
113,36.0,120.0,S,75.27932
114,37.0,120.0,S,83.45753
115,38.0,120.0,S,73.76089
116,39.0,120.0,S,79.7296
117,40.0,120.0,S,73.9318
118,1.0,80.0,M,75.7429
119,2.0,80.0,M,78.76313
120,3.0,80.0,M,73.46665
121,4.0,80.0,M,75.38135
122,5.0,80.0,M,73.46751
123,6.0,80.0,M,76.05544
124,7.0,80.0,M,72.83569
125,8.0,80.0,M,79.10823
126,9.0,80.0,M,76.48003
127,10.0,80.0,M,72.63747
128,11.0,80.0,M,74.35486999999998
129,12.0,80.0,M,77.02264
130,13.0,80.0,M,76.07066999999998
131,14.0,80.0,M,75.0751
132,15.0,80.0,M,74.19283
133,16.0,80.0,M,80.39618
134,17.0,80.0,M,67.80269
135,18.0,80.0,M,69.55224
136,19.0,80.0,M,75.86279
137,20.0,80.0,M,73.65035
138,21.0,80.0,M,65.6917
139,22.0,80.0,M,78.40454
140,23.0,80.0,M,69.7262
141,24.0,80.0,M,72.18726
142,25.0,80.0,M,73.99306
143,26.0,80.0,M,69.10498
144,27.0,80.0,M,68.11997
145,28.0,80.0,M,74.68401
146,29.0,80.0,M,69.52676
147,30.0,80.0,M,73.64994
148,31.0,80.0,M,79.50644
149,32.0,80.0,M,66.83475
150,33.0,80.0,M,71.96252
151,34.0,80.0,M,73.76158000000002
152,35.0,80.0,M,74.88943
153,36.0,80.0,M,70.08941999999999
154,37.0,80.0,M,73.44978
155,38.0,80.0,M,74.83317
156,39.0,80.0,M,70.5349
157,40.0,80.0,M,75.37718000000002
158,1.0,100.0,M,75.75431999999998
159,2.0,100.0,M,77.97343000000002
160,3.0,100.0,M,76.12763000000002
161,4.0,100.0,M,79.87788
162,5.0,100.0,M,75.52135
163,6.0,100.0,M,72.86814
164,7.0,100.0,M,82.46359
165,8.0,100.0,M,80.88942
166,9.0,100.0,M,76.94215
167,10.0,100.0,M,78.22715
168,11.0,100.0,M,77.58688000000002
169,12.0,100.0,M,80.16654
170,13.0,100.0,M,83.6888
171,14.0,100.0,M,77.47126
172,15.0,100.0,M,77.88073
173,16.0,100.0,M,79.38435
174,17.0,100.0,M,76.74679
175,18.0,100.0,M,81.25291999999997
176,19.0,100.0,M,75.68583000000002
177,20.0,100.0,M,83.12595
178,21.0,100.0,M,68.55561
179,22.0,100.0,M,69.31466
180,23.0,100.0,M,75.70453
181,24.0,100.0,M,74.95758000000002
182,25.0,100.0,M,75.41164
183,26.0,100.0,M,75.54095
184,27.0,100.0,M,72.39584
185,28.0,100.0,M,76.12885
186,29.0,100.0,M,71.34697
187,30.0,100.0,M,74.60481
188,31.0,100.0,M,71.07686
189,32.0,100.0,M,80.18293
190,33.0,100.0,M,78.22774
191,34.0,100.0,M,74.22978
192,35.0,100.0,M,76.40191999999998
193,36.0,100.0,M,75.66853
194,37.0,100.0,M,65.83487
195,38.0,100.0,M,66.40604
196,39.0,100.0,M,67.29784000000001
197,40.0,100.0,M,69.14854
198,1.0,120.0,M,76.25417
199,2.0,120.0,M,79.12053
200,3.0,120.0,M,77.80488000000003
201,4.0,120.0,M,76.73692
202,5.0,120.0,M,80.41705999999998
203,6.0,120.0,M,73.79871
204,7.0,120.0,M,76.00975
205,8.0,120.0,M,81.61182
206,9.0,120.0,M,82.13756
207,10.0,120.0,M,74.66976
208,11.0,120.0,M,66.79278000000001
209,12.0,120.0,M,69.51612
210,13.0,120.0,M,72.81215999999998
211,14.0,120.0,M,73.59734
212,15.0,120.0,M,71.81933000000002
213,16.0,120.0,M,70.52962
214,17.0,120.0,M,78.21804
215,18.0,120.0,M,76.69800000000002
216,19.0,120.0,M,77.57011
217,20.0,120.0,M,77.8989
218,21.0,120.0,M,82.94485999999998
219,22.0,120.0,M,76.74928
220,23.0,120.0,M,80.45338000000002
221,24.0,120.0,M,70.48326
222,25.0,120.0,M,77.2345
223,26.0,120.0,M,79.38476
224,27.0,120.0,M,73.08005
225,28.0,120.0,M,83.71859
226,29.0,120.0,M,77.33466
227,30.0,120.0,M,79.28546999999998
228,31.0,120.0,M,80.99175
229,32.0,120.0,M,74.66985
230,33.0,120.0,M,71.6646
231,34.0,120.0,M,76.0103
232,35.0,120.0,M,76.0417
233,36.0,120.0,M,78.54273
234,37.0,120.0,M,80.2772
235,38.0,120.0,M,81.2729
236,39.0,120.0,M,77.60589
237,40.0,120.0,M,75.07164
238,1.0,80.0,L,70.24191
239,2.0,80.0,L,71.86749
240,3.0,80.0,L,73.16824
241,4.0,80.0,L,65.90307
242,5.0,80.0,L,76.42599
243,6.0,80.0,L,74.70424
244,7.0,80.0,L,75.45078000000002
245,8.0,80.0,L,69.52067
246,9.0,80.0,L,74.91311
247,10.0,80.0,L,79.02254
248,11.0,80.0,L,66.76187
249,12.0,80.0,L,74.26165
250,13.0,80.0,L,71.43626
251,14.0,80.0,L,70.66795
252,15.0,80.0,L,79.0079
253,16.0,80.0,L,71.39157
254,17.0,80.0,L,78.47399
255,18.0,80.0,L,75.1674
256,19.0,80.0,L,79.65488
257,20.0,80.0,L,74.39633
258,21.0,80.0,L,63.33582
259,22.0,80.0,L,75.61910999999998
260,23.0,80.0,L,58.72804
261,24.0,80.0,L,61.03999
262,25.0,80.0,L,66.02476999999999
263,26.0,80.0,L,62.9449
264,27.0,80.0,L,68.1403
265,28.0,80.0,L,64.9454
266,29.0,80.0,L,66.71131
267,30.0,80.0,L,71.42891999999998
268,31.0,80.0,L,75.26205
269,32.0,80.0,L,65.50216
270,33.0,80.0,L,55.90191
271,34.0,80.0,L,66.64636
272,35.0,80.0,L,69.16563000000001
273,36.0,80.0,L,61.87648000000001
274,37.0,80.0,L,70.14674000000001
275,38.0,80.0,L,72.63395
276,39.0,80.0,L,60.45179
277,40.0,80.0,L,68.23599
278,1.0,100.0,L,74.37465999999998
279,2.0,100.0,L,77.66587
280,3.0,100.0,L,77.71656
281,4.0,100.0,L,73.3083
282,5.0,100.0,L,69.17164
283,6.0,100.0,L,70.68030999999998
284,7.0,100.0,L,77.38136999999998
285,8.0,100.0,L,77.87965
286,9.0,100.0,L,75.47118
287,10.0,100.0,L,75.71574
288,11.0,100.0,L,72.62646
289,12.0,100.0,L,73.07538000000002
290,13.0,100.0,L,80.84166
291,14.0,100.0,L,71.83041
292,15.0,100.0,L,71.03328
293,16.0,100.0,L,68.11086
294,17.0,100.0,L,72.80015999999998
295,18.0,100.0,L,73.98058
296,19.0,100.0,L,61.34691
297,20.0,100.0,L,65.84543000000001
298,21.0,100.0,L,77.46880999999998
299,22.0,100.0,L,78.05906
300,23.0,100.0,L,74.23572
301,24.0,100.0,L,64.86395999999999
302,25.0,100.0,L,74.57661
303,26.0,100.0,L,72.60280999999998
304,27.0,100.0,L,66.68025
305,28.0,100.0,L,64.81363
306,29.0,100.0,L,73.50375
307,30.0,100.0,L,67.83118
308,31.0,100.0,L,67.82072
309,32.0,100.0,L,69.58397
310,33.0,100.0,L,67.19476
311,34.0,100.0,L,64.271
312,35.0,100.0,L,71.01083
313,36.0,100.0,L,62.074709999999996
314,37.0,100.0,L,69.68949
315,38.0,100.0,L,68.34940999999999
316,39.0,100.0,L,61.86299
317,40.0,100.0,L,67.18074
318,1.0,120.0,L,73.97439
319,2.0,120.0,L,77.76231999999997
320,3.0,120.0,L,80.34163000000002
321,4.0,120.0,L,83.03474
322,5.0,120.0,L,75.6806
323,6.0,120.0,L,78.0622
324,7.0,120.0,L,67.55449
325,8.0,120.0,L,68.71223
326,9.0,120.0,L,77.07384
327,10.0,120.0,L,72.53113
328,11.0,120.0,L,69.29015
329,12.0,120.0,L,73.67891999999998
330,13.0,120.0,L,72.55915
331,14.0,120.0,L,70.06339
332,15.0,120.0,L,70.98199
333,16.0,120.0,L,69.65182
334,17.0,120.0,L,67.1398
335,18.0,120.0,L,80.00808
336,19.0,120.0,L,75.90688
337,20.0,120.0,L,78.0436
338,21.0,120.0,L,68.71285
339,22.0,120.0,L,72.28113
340,23.0,120.0,L,76.09515
341,24.0,120.0,L,82.18476
342,25.0,120.0,L,75.24961
343,26.0,120.0,L,81.55105
344,27.0,120.0,L,77.24384
345,28.0,120.0,L,78.87794
346,29.0,120.0,L,79.49784
347,30.0,120.0,L,86.13969
348,31.0,120.0,L,76.63011999999998
349,32.0,120.0,L,73.78586
350,33.0,120.0,L,78.35423
351,34.0,120.0,L,79.06933000000002
352,35.0,120.0,L,83.24632
353,36.0,120.0,L,80.30898
354,37.0,120.0,L,81.42393
355,38.0,120.0,L,72.8945
356,39.0,120.0,L,83.65711999999998
357,40.0,120.0,L,78.26501
