,Trial,BPM,GestureSize,MedianVelocityYRegionOne,MedianVelocityYRegionTwo,MeanVelocityYRegionOne,MeanVelocityYRegionTwo
62,24.0,100.0,S,0.8708456,-0.5022886,0.7762638249999999,-0.40869894428571424
63,25.0,100.0,S,0.7981364000000001,-0.5451973000000001,0.716344475,-0.46632985000000005
64,26.0,100.0,S,0.89085075,-0.5098708000000001,0.8170335083333332,-0.43900847249999997
65,27.0,100.0,S,0.9352472,-0.6197563,0.8338661333333333,-0.5163693757142858
66,28.0,100.0,S,0.9153975999999999,-0.5595323999999999,0.8704855928571428,-0.4710290125
67,29.0,100.0,S,0.8663629,-0.42280680000000004,0.8061343636363637,-0.43804339
68,30.0,100.0,S,0.6466125,-0.43058909999999995,0.6228007083333335,-0.3609243471428571
69,31.0,100.0,S,0.7296156,-0.4849713,0.714020233846154,-0.4307188128571428
70,32.0,100.0,S,0.7000046,-0.4466715,0.6253453076923077,-0.34075025714285717
71,33.0,100.0,S,0.7872016000000001,-0.670234,0.6699598257142858,-0.5970528833333334
72,34.0,100.0,S,0.6925714,-0.3769363,0.6690362730769231,-0.34375852125
73,35.0,100.0,S,0.7610309000000001,-0.5516052,0.7295217307692307,-0.4737574285714286
74,36.0,100.0,S,0.748022,-0.3589583,0.7435252499999999,-0.38603484285714285
75,37.0,100.0,S,0.9234228999999999,-0.26766490000000004,0.8674507272727272,-0.29514409857142854
76,38.0,100.0,S,0.7434828500000001,-0.4790555,0.7267285333333334,-0.49952502142857147
77,39.0,100.0,S,0.72118695,-0.40860635000000006,0.6883441916666665,-0.37541122375
78,40.0,100.0,S,0.73032155,-0.4750152,0.7190438741666667,-0.3606146628571429
79,1.0,120.0,S,0.8972734499999999,-0.4391433,0.8390176899999998,-0.3919881436
80,2.0,120.0,S,0.9164517500000001,-0.39364745,0.8646464999999999,-0.33686713333333335
81,3.0,120.0,S,1.021543,-0.30785070000000003,0.9212590333333335,-0.2903142916666667
82,4.0,120.0,S,1.027297,-0.3050683,0.9169392000000001,-0.23374328
83,5.0,120.0,S,0.9432429,-0.3527717,0.8602222111111111,-0.22943512000000005
84,6.0,120.0,S,0.7761100000000001,-0.5248168000000001,0.792297781818182,-0.4932559383333333
85,7.0,120.0,S,1.082247,-0.3121302,0.97249759,-0.3856324942857143
86,8.0,120.0,S,0.9554084999999999,-0.58161635,0.9594681000000002,-0.4915600633333333
87,9.0,120.0,S,0.82968485,-0.6170725,0.7587837879999999,-0.5454374200000001
88,10.0,120.0,S,1.1402295,-0.5333472,1.0686060200000003,-0.39672487142857144
89,11.0,120.0,S,0.75591875,-0.5183535,0.7499761375,-0.4070704257142857
90,12.0,120.0,S,0.9793425499999999,-0.3244155,0.910722575,-0.37481032571428574
91,13.0,120.0,S,1.175492,-0.44974815,1.01022754,-0.5169356716666667
92,14.0,120.0,S,0.9501917,-0.39546129999999996,0.8880910923076925,-0.37542100166666664
93,15.0,120.0,S,1.03200085,-0.7202509500000001,0.9527710416666665,-0.58434835
94,16.0,120.0,S,1.1898799999999998,-0.2756781,1.1132175222222223,-0.15045551666666668
95,17.0,120.0,S,1.09896885,-0.34589770000000003,1.0338899666666668,-0.4198686528571428
96,18.0,120.0,S,1.139728,-0.4653869000000001,1.0593152615384616,-0.4482171387500001
97,19.0,120.0,S,1.277189,-0.38652995,1.1553497618181818,-0.46069369833333323
98,20.0,120.0,S,1.1102379999999998,-0.3434637,1.0443288416666667,-0.3675012875
99,21.0,120.0,S,0.9470457,-0.5675326,0.7744247958333336,-0.45298374142857145
100,22.0,120.0,S,0.9644561,-0.3306597,0.9436202333333332,-0.36906416857142854
101,23.0,120.0,S,0.86748095,-0.4756763,0.8320882183333332,-0.41728226500000004
102,24.0,120.0,S,0.9200961999999999,-0.36066750000000003,0.8382989727272728,-0.3840262428571429
103,25.0,120.0,S,1.04796435,-0.4138172,0.9683651299999999,-0.30736478875
104,26.0,120.0,S,1.01461,-0.6129765500000001,0.8492746777777778,-0.5217763249999999
105,27.0,120.0,S,0.96023,-0.31296999999999997,0.9472830200000002,-0.2645222
106,28.0,120.0,S,0.9132195999999999,-0.39981500000000003,0.8309544666666665,-0.3536249555555556
107,29.0,120.0,S,0.9303136000000001,-0.5748800999999999,0.8627434181818182,-0.46580545999999995
108,30.0,120.0,S,0.87076015,-0.27186809999999995,0.7926453083333334,-0.33932406857142855
109,31.0,120.0,S,0.9582824000000001,-0.23138330000000001,0.9763348777777777,-0.2937571271428571
110,32.0,120.0,S,1.172741,-0.26613312499999997,1.0580748333333334,-0.19131329166666666
111,33.0,120.0,S,0.94097575,-0.48964545000000004,0.8991586799999999,-0.4174176683333333
112,34.0,120.0,S,1.096545,-0.532122,0.8834215000000001,-0.487666792
113,36.0,120.0,S,0.8463242,-0.3891327,0.754646675,-0.2787987142857143
114,37.0,120.0,S,0.9935074500000001,-0.31596490000000005,0.9671667125,-0.187276176
115,38.0,120.0,S,0.93916595,-0.64936395,0.81035763,-0.5529111583333334
116,39.0,120.0,S,0.8579370999999999,-0.59945895,0.8111463750000002,-0.4969985333333333
117,40.0,120.0,S,0.9841591999999999,-0.5013185,0.8618153545454543,-0.4343134
118,1.0,80.0,M,1.7999414999999999,-0.82317835,1.6027783428571427,-0.6764972520000001
119,2.0,80.0,M,1.780329,-0.6693412,1.4913843253333334,-0.6886497099090909
120,3.0,80.0,M,1.5659109999999998,-0.77302825,1.574635364285714,-0.816735153
121,4.0,80.0,M,1.7790279999999998,-0.6981565,1.8654705384615389,-0.6256606872727274
122,5.0,80.0,M,1.593137,-0.7293871,1.6220016753846156,-0.5616923290909092
123,6.0,80.0,M,1.523886,-0.6729071999999999,1.5148867214285708,-0.5289256009090908
124,7.0,80.0,M,1.388134,-0.6530892,1.220074675,-0.7028945951818182
125,8.0,80.0,M,1.50034,-0.80695005,1.5324525785714282,-0.646908601
126,9.0,80.0,M,1.405521,-0.7742899999999999,1.3412574706666667,-0.7824123590000001
127,10.0,80.0,M,1.1453384999999998,-0.7443645999999999,1.16040935125,-0.7186017874999999
128,11.0,80.0,M,1.204004,-0.6919702,1.2140342666666666,-0.66535548125
129,12.0,80.0,M,1.269529,-0.70350545,1.1069679624999997,-0.735385088
130,13.0,80.0,M,1.461338,-0.7162937,1.4285403933333334,-0.7722388333333333
131,14.0,80.0,M,1.418713,-0.6486996,1.2496455873333332,-0.5351375445454546
132,15.0,80.0,M,1.0869605,-0.7392406,1.0957479812500002,-0.6658332812500001
133,16.0,80.0,M,1.2687545,-0.6927767,1.3050689875,-0.72192556
134,17.0,80.0,M,1.3008195,-0.56952295,1.2374699107142857,-0.44329295333333335
135,18.0,80.0,M,1.197047,-0.6301753999999999,1.1844020133333333,-0.659843959090909
136,19.0,80.0,M,1.460625,-0.6251928000000001,1.3442971642857147,-0.5772659957272728
137,20.0,80.0,M,1.102678,-0.6173778000000001,1.1412654117647059,-0.656647729
138,21.0,80.0,M,1.106781,-0.3711663,0.9787724230769229,-0.35837263874999997
139,22.0,80.0,M,1.342084,-0.6510406999999999,1.2279453785714285,-0.62073019
140,23.0,80.0,M,1.04816,-0.7321488,1.0758699493333335,-0.6586816200000001
141,24.0,80.0,M,1.046074,-0.6370661,1.0786937933333332,-0.6101084299999999
142,25.0,80.0,M,1.4009479999999999,-0.6195225999999999,1.1357111076923077,-0.5998682875
143,26.0,80.0,M,1.258057,-0.6451496,1.2460561461538462,-0.46244168888888887
144,27.0,80.0,M,1.4088470000000002,-0.5480825,1.3132045083333332,-0.3958344888888889
145,28.0,80.0,M,1.318809,-0.38654279999999996,1.1687886357142858,-0.48762120000000003
146,29.0,80.0,M,1.3559219999999998,-0.5322576,1.1739104923076922,-0.5082158912500001
147,30.0,80.0,M,1.283662,-0.8821865,1.124937092857143,-0.7647885
148,31.0,80.0,M,1.3482215000000002,-0.7107195,1.3257667916666664,-0.5621778571428572
149,32.0,80.0,M,1.366884,-0.5814227000000001,1.2109628000000001,-0.627328025
150,33.0,80.0,M,1.3790045,-0.5265741,1.2762994749999999,-0.38697748444444446
151,34.0,80.0,M,1.4551180000000001,-0.5690894000000001,1.407029323076923,-0.6002447267777778
152,35.0,80.0,M,1.210956,-0.7568661999999999,1.1737352785714286,-0.6824371471428571
153,36.0,80.0,M,1.2360229999999999,-0.2936359000000001,1.1521081,-0.3766166714285714
154,37.0,80.0,M,1.1538805,-0.3958288,1.1156600485714285,-0.4578884328571428
155,38.0,80.0,M,1.1813565000000001,-0.78269405,1.1331080714285715,-0.6862902725000001
156,39.0,80.0,M,1.22969,-0.7419975999999999,1.0137007066666668,-0.6154671514285714
157,40.0,80.0,M,1.293012,-0.4782149000000001,1.0783959692307692,-0.47010767375000007
158,1.0,100.0,M,1.592827,-0.9531283000000002,1.6189819857142855,-0.8074763111111112
159,2.0,100.0,M,1.428168,-0.8289339,1.3840144461538462,-0.6768453375000001
160,3.0,100.0,M,1.7372880000000002,-0.5767131,1.484542253846154,-0.5707606512500001
161,4.0,100.0,M,2.1491819999999997,-0.6168071999999999,2.01622716,-0.5415610581818182
162,5.0,100.0,M,1.466744,-0.3641508,1.4120600538461536,-0.48282494444444446
163,6.0,100.0,M,1.5691525,-0.6128316999999999,1.4575606166666668,-0.5920260744444445
164,7.0,100.0,M,1.466725,-0.58484355,1.3681439615384614,-0.6242702400000001
165,8.0,100.0,M,1.424589,-0.6628781,1.3274388833333333,-0.5243735666666667
166,9.0,100.0,M,1.4679389999999999,-1.00629545,1.5632934615384615,-0.8733390750000001
167,10.0,100.0,M,1.554041,-0.5074204999999999,1.447437416666667,-0.4929033122222223
168,11.0,100.0,M,1.441756,-0.9272575000000001,1.3019465260000005,-0.8954230999999999
169,12.0,100.0,M,1.526126,-0.84576425,1.3598096928571426,-0.7329375374999999
170,13.0,100.0,M,1.551495,-0.8944209999999999,1.4554758615384613,-0.7462574214285713
171,14.0,100.0,M,1.13175755,-0.86356515,1.129306257142857,-0.751387446625
172,15.0,100.0,M,1.2684790000000001,-0.8258923,1.2057478583333334,-0.7158966242857142
173,16.0,100.0,M,1.1513635,-0.5518736999999999,1.2332655166666668,-0.5073165562499999
174,17.0,100.0,M,1.553985,-0.75887755,1.354071269230769,-0.6289840575
175,18.0,100.0,M,1.6819099999999998,-0.8791758,1.4093731615384615,-0.75535668
176,19.0,100.0,M,1.304784,-0.7234629,1.3009339428571425,-0.6866836755555554
177,20.0,100.0,M,1.613743,-0.4741844,1.51931772,-0.4862384
178,21.0,100.0,M,1.02020745,-0.5281814,0.91282817,-0.4205116525
179,22.0,100.0,M,1.257256,-0.3947234000000001,1.0366183384615386,-0.4579613222222222
180,23.0,100.0,M,1.206453,-0.57756775,1.2115156492307693,-0.5158400439999999
181,24.0,100.0,M,1.3725049999999999,-0.7379690999999999,1.1925013166666667,-0.6199823742857143
182,25.0,100.0,M,1.1452805000000001,-0.5626767500000001,1.0925808357142857,-0.518086752
183,26.0,100.0,M,0.8895193000000001,-0.7321583,0.9875330800000002,-0.7232162025
184,27.0,100.0,M,1.2730110000000001,-0.8292591,1.1945451066666666,-0.71879785625
185,28.0,100.0,M,1.399218,-0.5597809,1.2268797384615384,-0.53543175
186,29.0,100.0,M,1.2320639999999998,-0.6013858,1.1853469357142858,-0.48743511111111104
187,30.0,100.0,M,1.137316,-0.41072879999999995,1.2012651846153848,-0.40317329999999996
188,31.0,100.0,M,1.435267,-0.5623071,1.2957532615384613,-0.6014996777777779
189,32.0,100.0,M,1.340612,-0.5015252,1.26643365,-0.4689173033333333
190,33.0,100.0,M,1.0633145,-0.6021815500000001,1.0293557928571428,-0.533922095875
191,34.0,100.0,M,1.131839,-0.8266684000000001,1.041305,-0.7164392714285714
192,35.0,100.0,M,1.288805,-0.7205078,1.1232894642857143,-0.6098250000000001
193,36.0,100.0,M,1.111396,-0.7160032000000001,1.0804178500000001,-0.6101802375
194,37.0,100.0,M,1.087519,-0.3528009000000001,1.0050160416666667,-0.328809317
195,38.0,100.0,M,1.070017,-0.6433984,1.0153342538461538,-0.49236712375
196,39.0,100.0,M,1.043452,-0.72447755,1.0173345769230768,-0.6230052125
197,40.0,100.0,M,1.116732,-0.53448235,1.044855969230769,-0.44847465125
198,1.0,120.0,M,1.6627049999999999,-0.48711255,1.531370167,-0.42970572999999995
199,2.0,120.0,M,1.7694554999999998,-0.40383620000000003,1.6072321900000002,-0.4903811485714286
200,3.0,120.0,M,1.3192875000000002,-0.575623,1.2393460833333334,-0.4455762875
201,4.0,120.0,M,1.349556,-0.448412,1.3099138153846157,-0.54569954
202,5.0,120.0,M,1.35337,-0.6314625,1.2634167666666667,-0.5278084385714286
203,6.0,120.0,M,1.254013,-0.6090916000000001,1.200558575,-0.6080223119999999
204,7.0,120.0,M,1.508302,-0.6652601499999999,1.5315779454545455,-0.669726225
205,8.0,120.0,M,1.443767,-0.9950041999999999,1.3330876308333335,-0.7945464285714285
206,9.0,120.0,M,1.5884945000000001,-0.5352020000000001,1.4770412750000002,-0.6330242
207,10.0,120.0,M,1.437801,-0.9119385499999999,1.2046560000000002,-0.8096115833333334
208,11.0,120.0,M,1.320548,-0.6338093000000001,1.3785908076923081,-0.602887725
209,12.0,120.0,M,1.7207134999999996,-0.6370524000000001,1.68353435,-0.5778640445555555
210,13.0,120.0,M,1.595218,-0.9365152,1.2838609230769227,-0.7946003742857144
211,14.0,120.0,M,1.7567175000000002,-0.8307108,1.5518879750000003,-0.7278177857142857
212,15.0,120.0,M,1.5643989999999999,-0.6173444,1.47559975,-0.47560409555555555
213,16.0,120.0,M,1.471838,-0.8379091000000001,1.375680166666667,-0.6493632857142858
214,17.0,120.0,M,1.7162415000000002,-0.5482788000000001,1.582119678,-0.3619510444444444
215,18.0,120.0,M,1.7274975,-0.8000444,1.5327026666666665,-0.7530697242857142
216,19.0,120.0,M,1.5313780000000001,-0.6162434,1.50303159,-0.41684999500000003
217,20.0,120.0,M,1.399632,-0.6715333,1.2926983623076924,-0.6785377466666667
218,21.0,120.0,M,1.2497535,-0.4319575,1.126712875,-0.5060706
219,22.0,120.0,M,1.354307,-0.5991596,1.216704381818182,-0.4574941666666666
220,23.0,120.0,M,1.322599,-0.4781477,1.2535879363636366,-0.39521449000000003
221,24.0,120.0,M,0.99534655,-0.6843324000000001,1.0178423916666668,-0.5560203
222,25.0,120.0,M,1.1569625,-0.4519455,1.07643175,-0.434870325
223,26.0,120.0,M,1.483678,-0.7476401,1.1947096363636365,-0.6861680666666666
224,27.0,120.0,M,0.8348447,-0.4526339,0.8873042363636362,-0.3774816257142857
225,28.0,120.0,M,1.1147040000000001,-0.7165198500000001,0.9989369730769231,-0.5859754666666667
226,29.0,120.0,M,1.154596,-0.6206268,0.9832164916666667,-0.6017156116666668
227,30.0,120.0,M,1.0868414499999999,-0.6600341,1.0443323916666667,-0.5514589914285714
228,31.0,120.0,M,1.1886812,-0.63675285,1.1541804083333334,-0.5077229833333333
229,32.0,120.0,M,1.334496,-0.60860765,1.089127609090909,-0.5107140666666666
230,33.0,120.0,M,1.2356525,-0.6003619,1.1771867666666667,-0.53388985
231,34.0,120.0,M,1.11257545,-0.5182579,1.09881365,-0.4450260485714285
232,35.0,120.0,M,1.003053,-0.57175425,1.0874102363636362,-0.4528264633333334
233,36.0,120.0,M,1.224263,-0.6025523,1.199393266666667,-0.47630938500000003
234,37.0,120.0,M,1.4120835,-0.346436,1.2799006499999996,-0.2650809
235,38.0,120.0,M,1.050258,-0.5854512,1.1000754545454543,-0.4286644128571429
236,39.0,120.0,M,1.3273905,-0.6187289,1.0795489640000002,-0.6095522
237,40.0,120.0,M,1.356161,-0.9401833500000001,1.2563117545454545,-0.8246248833333335
238,1.0,80.0,L,1.673859,-0.71879375,1.531004174,-0.72284188
239,2.0,80.0,L,1.8262580000000002,-0.7955825,1.7425066999999999,-0.7254811181818183
240,3.0,80.0,L,1.758502,-0.67283385,1.627763793333333,-0.6171752071928571
241,4.0,80.0,L,1.330031,-0.6644331,1.3442626555555557,-0.7817305363636364
242,5.0,80.0,L,1.392584,-0.63061,1.5489022055555557,-0.6939381776923077
243,6.0,80.0,L,1.6671215,-0.69496435,1.5529439627777775,-0.7008359507500002
244,7.0,80.0,L,1.45076,-0.60233885,1.5182935117647056,-0.6715976533333333
245,8.0,80.0,L,1.872516,-0.5252759,1.6915370600000001,-0.5797415164
246,9.0,80.0,L,1.3275620000000001,-0.6401563,1.5047580470588235,-0.6899342772727274
247,10.0,80.0,L,1.761627,-0.73886975,1.6937483117647059,-0.7699527958333333
248,11.0,80.0,L,1.9253799999999999,-0.5419241,1.718682849333333,-0.577411045
249,12.0,80.0,L,1.6356245,-0.6957726,1.6163101666666668,-0.826798069090909
250,13.0,80.0,L,1.856832,-0.8103501000000001,1.7308025466666668,-0.7286411036363636
251,14.0,80.0,L,1.82257,-0.6534378000000001,1.7120708294117648,-0.6777467035
252,15.0,80.0,L,1.901218,-0.7411406999999999,1.98179946,-0.774226139090909
253,16.0,80.0,L,2.037758,-0.9473088,1.8899409866666668,-0.8883538847272727
254,17.0,80.0,L,1.6686360000000002,-0.8913196,1.601127766666667,-1.010483638181818
255,18.0,80.0,L,1.603249,-0.82417845,1.5383525352941179,-0.7283817279999999
256,19.0,80.0,L,1.5127609999999998,-0.7577214,1.5430077055555553,-0.8005093109999999
257,20.0,80.0,L,2.074329,-0.7849990499999999,1.8246289999999996,-0.711089881
258,21.0,80.0,L,1.468438,-0.9395128,1.50843172,-0.8741205714285715
259,22.0,80.0,L,1.9588135,-0.7828134,1.7455546642857145,-0.7896766875
260,23.0,80.0,L,1.627684,-0.67783,1.4105767933333333,-0.6788243714545454
261,24.0,80.0,L,1.388267,-0.9299959000000001,1.4476619,-0.9236464375000001
262,25.0,80.0,L,1.9422785,-0.6560743500000001,1.7739105499999999,-0.49418519199999994
263,26.0,80.0,L,1.8239874999999999,-0.6579968,1.60047365,-0.714231294
264,27.0,80.0,L,1.7299060000000002,-0.6897238,1.5155665642857143,-0.6729485875
265,28.0,80.0,L,1.470531,-0.8550475000000001,1.4036045400000003,-0.8473539099999999
266,29.0,80.0,L,1.6548319999999999,-0.6405855,1.5365012,-0.491935507
267,30.0,80.0,L,1.316542,-1.0327469999999999,1.3723148648666668,-0.9640510714285714
268,31.0,80.0,L,1.755379,-0.6172051,1.5680346500000002,-0.7296258666666666
269,32.0,80.0,L,1.551078,-0.52137545,1.5156241000000001,-0.6044101675
270,33.0,80.0,L,1.402638,-0.5849831000000001,1.4131993571428574,-0.584464826
271,34.0,80.0,L,1.7628605000000002,-0.6178566999999999,1.6284927833333331,-0.47896291700000004
272,35.0,80.0,L,1.7388605,-0.567928,1.4801937357142854,-0.5776196524999999
273,36.0,80.0,L,1.520586,-0.79630345,1.3923512764705883,-0.8110448562499999
274,37.0,80.0,L,1.7910765,-0.57174125,1.676158316666667,-0.45808124299999997
275,38.0,80.0,L,1.599127,-0.8317161,1.6762671076923075,-0.6871439624999999
276,39.0,80.0,L,1.6017549999999998,-0.5994238,1.5382004692307694,-0.6094763839999999
277,40.0,80.0,L,1.6752799999999999,-0.758293,1.5219783214285711,-0.6441814257142857
278,1.0,100.0,L,2.005525,-0.700258,1.9654354999999997,-0.7990848044333334
279,2.0,100.0,L,2.062975,-0.9768541999999999,2.103943,-0.7794533522222221
280,3.0,100.0,L,2.242752,-0.5195334,2.1118508307692307,-0.5619241216666666
281,4.0,100.0,L,1.724775,-0.8284705499999999,1.7343375352941182,-0.927065568
282,5.0,100.0,L,2.051398,-0.77031575,1.7417377933333331,-0.8246146
283,6.0,100.0,L,2.315505,-0.8222615,2.1557512538461547,-0.6952437028181818
284,7.0,100.0,L,2.042447,-0.7356153000000001,2.063902085714286,-0.8329434625
285,8.0,100.0,L,2.415677,-0.7474494,2.3872116923076927,-0.8120042000000001
286,9.0,100.0,L,2.259112,-0.8778741500000001,2.3394528230769227,-0.9044581728000001
287,10.0,100.0,L,2.266916,-0.75838785,2.2003467999999997,-0.620756216
288,11.0,100.0,L,2.2663919999999997,-0.8100042,1.9723916214285715,-0.9034681363636363
289,12.0,100.0,L,1.8212700000000002,-0.866762,1.5837192,-0.89773277375
290,13.0,100.0,L,2.098679,-0.9036554000000001,2.1320716615384616,-1.05141231375
291,14.0,100.0,L,2.071701,-0.6855165,1.9650010461538459,-0.6172013272727274
292,15.0,100.0,L,1.851335,-0.6182046999999999,1.908045753846154,-0.72241609
293,16.0,100.0,L,2.0486139999999997,-0.67073855,1.976625416666667,-0.562619781
294,17.0,100.0,L,1.9815014999999998,-1.144764,2.0782682785714286,-1.0493473566666667
295,18.0,100.0,L,2.151277,-0.9515998,1.9167990892307698,-0.8188109477777777
296,19.0,100.0,L,1.378735,-0.7177640000000001,1.5738834266666666,-0.8898999277777777
297,20.0,100.0,L,1.9477970000000002,-0.726755,1.8759382142857144,-0.8844814222222221
298,21.0,100.0,L,1.5787209999999998,-0.8304243,1.4217163062500002,-0.825203605
299,22.0,100.0,L,1.6940589999999998,-0.7435095,1.5208765642857138,-0.7304520750000001
300,23.0,100.0,L,1.7078925,-0.5510914000000001,1.4930551857142855,-0.55699662
301,24.0,100.0,L,1.3979854999999999,-0.9875153999999999,1.3669114000000004,-0.856903905
302,25.0,100.0,L,1.563416,-0.6639820999999999,1.4525062923076923,-0.6335841050000001
303,26.0,100.0,L,1.6096545,-0.7521741,1.4950523833333333,-0.5959699666666667
304,27.0,100.0,L,1.6906419999999998,-0.8014161,1.3993871153846154,-0.65495386
305,28.0,100.0,L,1.265743,-0.512368,1.3324389307692308,-0.4874166375000001
306,29.0,100.0,L,1.528901,-0.7740694,1.3319123857142858,-0.7392363575
307,30.0,100.0,L,1.4674399999999999,-0.6735767,1.439325592307692,-0.6324653472625
308,31.0,100.0,L,1.3354270000000001,-0.7135216999999999,1.3362652461538465,-0.5750546128571429
309,32.0,100.0,L,1.655769,-0.6641484000000001,1.5495334699999999,-0.49221784666666657
310,33.0,100.0,L,1.271324,-0.4983425,1.261444647142857,-0.5765368022222223
