,Trial,BPM,GestureSize,MedianVelocityYRegionOne,MedianVelocityYRegionTwo,MeanVelocityYRegionOne,MeanVelocityYRegionTwo
311,34.0,100.0,L,1.1908535,-0.85923065,1.0843827085714286,-0.7717155166666666
312,35.0,100.0,L,1.434576,-0.68621545,1.335862253846154,-0.55308897375
313,36.0,100.0,L,1.302359,-0.8725816499999999,1.3215863615384615,-0.7083144499999999
314,37.0,100.0,L,1.5003715,-0.7925388000000001,1.3280427166666666,-0.7132697028571429
315,38.0,100.0,L,1.2317494999999998,-0.37009580000000003,1.3046571000000002,-0.4697010288888889
316,39.0,100.0,L,1.400927,-0.6698687999999999,1.2835146615384616,-0.486387875
317,40.0,100.0,L,1.420801,-0.6375021,1.342503753846154,-0.5778221763
318,1.0,120.0,L,2.1608535,-1.242178,1.9223239642857146,-1.0791833142857143
319,2.0,120.0,L,2.080347,-0.8505935,2.243148523076923,-0.86658089
320,3.0,120.0,L,2.3691245,-0.62382835,2.410716416666667,-0.7538682722000001
321,4.0,120.0,L,2.561476,-0.7385021,2.3222350499999997,-0.7578673699999999
322,5.0,120.0,L,2.038355,-0.7011015,2.1964088,-0.8322022499999999
323,6.0,120.0,L,2.492134,-1.104276,2.128277746153846,-1.1172329687500002
324,7.0,120.0,L,1.9494000000000002,-0.87545655,1.7884982466666666,-0.7736853124999999
325,8.0,120.0,L,2.398777,-1.037815,2.0529770615384617,-1.06952436875
326,9.0,120.0,L,2.169262,-1.02154,2.013781118181818,-0.8517104285714286
327,10.0,120.0,L,1.7685110000000002,-0.78258965,1.7771093630769232,-0.80848969375
328,11.0,120.0,L,1.8166759999999997,-0.5589278,1.7512121076923082,-0.7281813
329,12.0,120.0,L,2.275048,-1.0000280000000001,1.902713576923077,-0.8625872457142858
330,13.0,120.0,L,2.162056,-1.041101,1.8960283538461538,-0.9036724971428571
331,14.0,120.0,L,2.1302095000000003,-0.6318909,1.9733449200000002,-0.47099322333333327
332,15.0,120.0,L,2.277479,-0.8821408500000001,1.8305349615384616,-0.8648747875
333,16.0,120.0,L,1.5549445,-0.5394531,1.4956088833333332,-0.5486484625
334,17.0,120.0,L,1.9070880000000001,-0.9863000499999999,1.602584,-0.8743823633333333
335,18.0,120.0,L,2.0368880000000003,-0.8576902,1.839691145454546,-0.7198836999999999
336,19.0,120.0,L,2.0800305000000003,-0.4066657,2.03244353,-0.5133469944285715
337,20.0,120.0,L,2.236682,-1.092001,1.8213754576923076,-0.9540832771428571
338,21.0,120.0,L,1.4869715,-0.7713526500000001,1.4486947499999998,-0.7863727900000002
339,22.0,120.0,L,1.3473615,-0.49062515000000007,1.2963072142857144,-0.6066687175
340,23.0,120.0,L,1.7394180000000001,-0.62987405,1.692334166666667,-0.6163458
341,24.0,120.0,L,1.8995175,-0.6226590999999999,1.8509121700000002,-0.5761376975
342,25.0,120.0,L,1.5842519999999998,-0.8125849,1.543754133333333,-0.63963348
343,26.0,120.0,L,1.6347155,-1.038732,1.5197231916666667,-0.8754441014285713
344,27.0,120.0,L,1.5764665,-0.8033475,1.5223274833333333,-0.6152446992857143
345,28.0,120.0,L,1.8922970000000001,-0.5667298500000001,1.7859723666666665,-0.36343134125
346,29.0,120.0,L,1.644844,-0.9621393,1.4576265750000001,-0.8365039285714285
347,30.0,120.0,L,1.8127754999999999,-0.64076455,1.7195474899999996,-0.4811813255
348,31.0,120.0,L,1.831237,-0.50853835,1.7149329444444446,-0.42439445000000003
349,32.0,120.0,L,1.503701,-1.0499570999999999,1.5339283000000001,-0.9209709166666666
350,33.0,120.0,L,1.941279,-0.11921489999999994,1.7284727666666666,-0.11676214285714288
351,34.0,120.0,L,2.095939,-0.4355089,2.078226911111111,-0.3507514955555554
352,35.0,120.0,L,2.248009,-0.36694150000000003,2.1037149444444445,-0.328207025
353,36.0,120.0,L,1.62388,-0.8529825000000001,1.4384442161538462,-0.7109350142857143
354,37.0,120.0,L,1.7922509999999998,-0.5409514000000001,1.7830148777777777,-0.322992595
355,38.0,120.0,L,1.4998185,-0.8778226,1.48005235,-0.7549508166666666
356,39.0,120.0,L,1.7837349999999998,-0.18769760000000002,1.656308511111111,-0.15947960000000003
357,40.0,120.0,L,1.6409599999999998,-0.8248923,1.461794225,-0.7456766142857144
