,Unnamed: 0,ID,GestureSize,Velocity_X,Velocity_Y,Velocity_Z,Position_X,Position_Y,Position_z,VelocityMagnitude,TimeRelativeToPrep,AngleToBP1,DistanceCoveredSoFar,Acceleration,BPM,Trial
7264,7326,221.9S80T20,S,0.01524752,-0.03969037,0.06679434,0.47682870000000005,-0.2929133,0.011459100000000002,0.07917889,0.44,78.37601,0.262406,9.531343,80,40
7265,7327,221.92S80T20,S,0.01717956,-0.27236,0.128829,0.477059,-0.3067768,0.01664215,0.30178140000000003,0.46,78.50726999999999,0.2772084,8.913139,80,40
7266,7328,221.94S80T20,S,0.021017400000000002,-0.4887745,0.16666760000000003,0.47749659999999994,-0.3256617,0.02206464,0.5168369,0.48,78.3447,0.2968613,7.738275999999999,80,40
7267,7329,221.96S80T20,S,0.021017400000000002,-0.4887745,0.16666760000000003,0.477917,-0.3354371,0.02539799,0.5168369,0.5,78.30953000000001,0.307198,7.738275999999999,80,40
7268,7330,221.98S80T20,S,0.01843737,-0.6392303,0.1685318,0.4778357,-0.34682909999999995,0.02644112,0.6613306,0.52,77.67421999999999,0.31863779999999997,5.882879,80,40
7269,7331,222S80T20,S,0.01031247,-0.7659049,0.13777479999999998,0.4779384,-0.3710217,0.02897571,0.7782664,0.54,76.11907,0.3429632,4.434553,80,40
7270,7332,222.02S80T20,S,0.009717515,-0.8786753,0.1022971,0.47815640000000004,-0.3972421,0.03042598,0.8846634,0.56,73.58491,0.3692245,4.707767,80,40
7271,7333,222.04S80T20,S,0.01232184,-0.9870758,0.05465038,0.4786008,-0.42620979999999997,0.03035966,0.9886643,0.58,69.09876,0.39819570000000004,3.6555660000000003,80,40
7272,7334,222.06S80T20,S,0.01232184,-0.9870758,0.05465038,0.4788473,-0.4459513,0.03145267,0.9886643,0.6,64.50558000000001,0.417969,3.6555660000000003,80,40
7273,7335,222.08S80T20,S,0.01134265,-1.025851,-0.0017121679999999998,0.4790218,-0.45405329999999994,0.02849567,1.025915,0.62,61.263769999999994,0.4265955,3.000193,80,40
7274,7336,222.1S80T20,S,0.0053904140000000005,-1.015526,-0.0826175,0.47919870000000003,-0.48049359999999997,0.02370971,1.0188959999999998,0.64,45.90732,0.4534661,2.828363,80,40
7275,7337,222.12S80T20,S,-0.003248451,-0.9921734,-0.1358088,0.47898720000000006,-0.5055061,0.01837954,1.0014299999999998,0.66,18.84737,0.479041,2.5303720000000003,80,40
7276,7338,222.14S80T20,S,-0.01312649,-0.9468064,-0.1858741,0.4785602,-0.5289680999999999,0.01159288,0.9649683000000001,0.68,11.9761,0.5034685999999999,3.4192720000000003,80,40
7277,7339,355.8S100T1,S,-0.11391040000000001,-0.42925699999999994,-0.03853681,0.5765866999999999,-0.42156059999999995,0.10295399999999999,0.44578270000000003,0.0,-999.0,0.0,1.634841,100,21
7278,7340,355.82S100T1,S,-0.13384749999999998,-0.43770829999999994,-0.06677626,0.5726204,-0.4330317,0.1003218,0.4625611,0.02,-999.0,0.0,1.342608,100,21
7279,7341,355.84S100T1,S,-0.15928470000000003,-0.4413939,-0.08859048,0.5678681999999999,-0.4445128,0.09728052,0.4775442,0.04,-999.0,0.0,1.6320270000000001,100,21
7280,7342,355.86S100T1,S,-0.15928470000000003,-0.4413939,-0.08859048,0.5646825,-0.45334070000000004,0.09550871,0.4775442,0.06,-999.0,0.0,1.6320270000000001,100,21
