,Trial,BPM,GestureSize,MedianVelocityRegionOne,MedianVelocityRegionTwo,MeanVelocityRegionOne,MeanVelocityRegionTwo,RegionOneDistance,RegionTwoDistance,TotalRegionDistance,MaxAngleRegionOne,MaxAngleRegionTwo,MinAngleRegionTwo,MedianVelocityYRegionOne,MedianVelocityYRegionTwo,MeanVelocityYRegionOne,MeanVelocityYRegionTwo,TimeEndRegionOne,TimeEndRegionTwo,TimeStartRegionTwo,TimeDifferenceBetweenCollisions
25,26.0,80.0,S,0.9240062,0.4529527,0.5073857375,0.5073857375,0.2833279,0.12948719999999994,0.4128151,71.37183,72.42574,67.5313,0.8916371999999999,-0.30655140000000003,0.82989526,-0.34024786875,0.26,0.42000000000000004,0.3,100.0
26,27.0,80.0,S,1.131369,0.6330835,0.595520375,0.595520375,0.315386,0.1481676,0.4635536,76.95954,81.73026,78.15295,1.061303,-0.5638628000000001,0.8834124138461539,-0.5131412225,0.30000000000000004,0.43999999999999995,0.31999999999999995,96.77419354838709
27,28.0,80.0,S,0.9179787,0.4420786,0.5351949,0.5351949,0.27808,0.11802400000000003,0.396104,76.89244000000002,78.65977,75.85452,0.8697984000000001,-0.3904042,0.8669050916666668,-0.4049684142857143,0.26,0.39999999999999997,0.3,96.77419354838709
28,29.0,80.0,S,0.73262585,0.4972412000000001,0.5350226666666666,0.5350226666666666,0.2284459,0.10658280000000003,0.3350287,76.49643,77.20119,71.96552,0.68746095,-0.46955095,0.6784819333333334,-0.3919728,0.26,0.42000000000000004,0.32,100.0
29,30.0,80.0,S,0.8361951999999999,0.4742837,0.5088491666666667,0.5088491666666667,0.2856006,0.13297369999999994,0.4185743,73.12739,74.28556,68.49441,0.7940944000000001,-0.4238149000000001,0.7816130223076925,-0.3848747588888889,0.28,0.46,0.32,88.23529411764706
30,31.0,80.0,S,0.7943633000000001,0.4763846,0.3993551428571428,0.3993551428571428,0.2302635,0.08936879999999997,0.3196323,79.64876,79.89737,75.37826,0.7344878,-0.4635206,0.7211061750000001,-0.35010945714285713,0.28,0.39999999999999997,0.3,100.0
31,32.0,80.0,S,0.9220046999999999,0.5798736,0.5001220142857143,0.5001220142857143,0.2625386,0.10369639999999997,0.366235,76.81494,77.86904,76.44333,0.8811319000000001,-0.5367455,0.71180155,-0.4537959714285714,0.34,0.45999999999999996,0.36,85.71428571428572
32,33.0,80.0,S,0.9515731,0.6180365,0.5119137514285714,0.5119137514285714,0.2419057000000001,0.10687969999999992,0.3487854,76.22479,77.39246,74.44161,0.8905774999999999,-0.584859,0.7388774575,-0.4786085614285714,0.3,0.42,0.32,103.44827586206895
33,34.0,80.0,S,0.919812,0.6403205999999999,0.5723571375,0.5723571375,0.2596422,0.11734440000000003,0.3769866,77.2402,77.65415,70.77595,0.8872680500000001,-0.5697279000000001,0.8004597166666668,-0.40112413375,0.24000000000000002,0.44000000000000006,0.30000000000000004,93.75
34,35.0,80.0,S,0.99648995,0.7081435,0.6090668800000001,0.6090668800000001,0.2762066,0.12377750000000005,0.3999841,75.43722,75.76661,70.3477,0.94320385,-0.6810895,0.8533761833333333,-0.5860328042857142,0.30000000000000004,0.43999999999999995,0.33999999999999997,96.77419354838709
35,36.0,80.0,S,0.9429286,0.5690156999999999,0.5777346000000001,0.5777346000000001,0.28585320000000003,0.1227163,0.4085695,73.48909,73.37751,63.97155,0.9026247,-0.5535638,0.838756557692308,-0.4313385571428571,0.26,0.44000000000000006,0.32,100.0
36,37.0,80.0,S,0.8890099,0.46729709999999997,0.504960225,0.504960225,0.2751325,0.12271369999999998,0.3978462,74.95906,75.70433,70.21124,0.86326,-0.4273166000000001,0.8308967538461538,-0.450657465,0.3,0.43999999999999995,0.32,93.75
37,38.0,80.0,S,0.9762521,0.6186359499999999,0.5389029999999999,0.5389029999999999,0.2436518,0.09237779999999997,0.3360296,77.25126999999998,79.25715,78.12387,0.910564,-0.5953820999999999,0.8105512600000001,-0.5153826166666666,0.3,0.39999999999999997,0.32,100.0
38,39.0,80.0,S,1.0045110000000002,0.4943858,0.4809581875,0.4809581875,0.26986409999999994,0.11920560000000008,0.3890697,76.11294000000002,76.1962,71.69699,0.9338955,-0.4659715,0.7750567615384616,-0.4316482625,0.3,0.44,0.32,96.77419354838709
39,40.0,80.0,S,1.04361,0.5168369,0.4757051816666667,0.4757051816666667,0.2495722,0.093391,0.3429632,78.3678,78.50726999999998,76.11907,0.9732016,-0.4887745,0.8499307727272728,-0.4491224283333333,0.28,0.38,0.30000000000000004,103.44827586206895
40,1.0,100.0,S,1.133827,0.4012046,0.5519326714285714,0.5519326714285714,0.3328407,0.1237061,0.4565468,69.73721,71.36001999999998,68.70116999999999,1.020831,-0.3283341,0.9496417076923078,-0.39266602428571423,0.26,0.39999999999999997,0.3,107.14285714285715
41,2.0,100.0,S,1.25128,0.5480163,0.6374024222222222,0.6374024222222222,0.3685446,0.1661629,0.5347075,67.85178,68.41255,61.77036999999999,0.9932165999999999,-0.4463033,0.9945239285714284,-0.4936271533333334,0.27999999999999997,0.43999999999999995,0.3,96.77419354838713
42,3.0,100.0,S,1.3015845,0.6751845999999999,0.6730555333333332,0.6730555333333332,0.353691,0.15965759999999996,0.5133485999999999,71.5163,74.70515,71.91444,1.1368520000000002,-0.5863262,1.0316518250000002,-0.4494074222222222,0.24,0.44,0.27999999999999997,100.0
43,5.0,100.0,S,1.397207,0.6786937000000001,0.6925804875000001,0.6925804875000001,0.3873751,0.16738540000000002,0.5547605,68.37245,68.63251,58.51601,1.102058,-0.60423375,1.06094669,-0.63408578,0.3,0.44,0.32,107.14285714285714
44,6.0,100.0,S,1.380235,0.7453701,0.8136993,0.8136993,0.4369880999999999,0.16373300000000002,0.6007210999999999,75.23575,77.54868,76.37482,1.309168,-0.6050901,1.1873109714285712,-0.685064817142857,0.31999999999999995,0.43999999999999995,0.33999999999999997,90.90909090909092
45,7.0,100.0,S,1.5046815,0.8350224,0.74942613,0.74942613,0.4133848,0.1663447,0.5797295,71.86671,73.17517,69.94771999999999,1.359237,-0.5024708999999999,1.2720484666666667,-0.3694709388888889,0.24,0.44000000000000006,0.26,96.77419354838709
46,8.0,100.0,S,1.441802,0.5164809,0.6414309625,0.6414309625,0.3857735,0.15958499999999998,0.5453585,70.75758,71.80068,68.22424000000001,1.238134,-0.4321886,1.2338590666666664,-0.4267210875,0.24,0.38,0.26,111.11111111111109
