,Trial,BPM,GestureSize,MedianVelocityRegionOne,MedianVelocityRegionTwo,MeanVelocityRegionOne,MeanVelocityRegionTwo,RegionOneDistance,RegionTwoDistance,TotalRegionDistance,MaxAngleRegionOne,MaxAngleRegionTwo,MinAngleRegionTwo,MedianVelocityYRegionOne,MedianVelocityYRegionTwo,MeanVelocityYRegionOne,MeanVelocityYRegionTwo,TimeEndRegionOne,TimeEndRegionTwo,TimeStartRegionTwo,TimeDifferenceBetweenCollisions
47,9.0,100.0,S,1.4104709999999998,0.7857956,0.7504039650000001,0.7504039650000001,0.4067056,0.18411080000000007,0.5908164,71.8925,73.32859,69.65899999999999,1.32214,-0.6782821,1.1571954692307689,-0.6614857201250001,0.30000000000000004,0.44000000000000006,0.31999999999999995,93.75
48,10.0,100.0,S,1.422995,0.5760679,0.58749628,0.58749628,0.4060115,0.1478718000000001,0.5538833000000001,69.44069,70.46228,67.93449,1.0739530000000002,-0.4831221,1.0603403346153846,-0.45025578175,0.28,0.42000000000000004,0.30000000000000004,103.44827586206895
49,11.0,100.0,S,1.399711,0.5706515,0.6475663625000001,0.6475663625000001,0.396982,0.1638966,0.5608786,71.12623,71.96734000000002,67.83936,1.252343,-0.44822155,1.1607627230769229,-0.4761182525,0.26,0.42,0.3,100.0
50,12.0,100.0,S,1.200952,0.5518111,0.6233661125,0.6233661125,0.3474123,0.14738929999999995,0.4948016,75.05818000000002,76.99521999999997,73.29916,1.062076,-0.48722035,0.9909952461538459,-0.495139975,0.26,0.42,0.3,103.44827586206895
51,13.0,100.0,S,1.112774,0.7569296,0.6235508457142858,0.6235508457142858,0.28835429999999995,0.12717270000000008,0.415527,83.13773,80.73843000000002,79.18165,1.00690825,-0.7035999,0.9745291083333336,-0.5701732914285713,0.26,0.4,0.30000000000000004,100.0
52,14.0,100.0,S,1.144114,0.7871361,0.6765062857142857,0.6765062857142857,0.3545494,0.1347276,0.489277,72.16594,73.12379,70.18890999999999,1.085931,-0.7246123999999999,0.9224183585714286,-0.6171870242857143,0.33999999999999997,0.4600000000000001,0.36,96.77419354838713
53,15.0,100.0,S,0.977424,0.3799024,0.44282835,0.44282835,0.2824355,0.11158459999999998,0.3940201,76.08184,78.81831,76.99467,0.9226134,-0.2978923,0.8626677769230766,-0.27725064,0.26,0.4,0.28,100.0
54,16.0,100.0,S,1.095905,0.6005189999999999,0.52873898,0.52873898,0.3130507,0.116081,0.4291317,77.39331999999997,79.15295,78.00248,1.0025540000000002,-0.5411739000000001,0.9177771769230768,-0.4200958942857143,0.28,0.4,0.30000000000000004,100.0
55,17.0,100.0,S,1.113708,0.6722913,0.6009670500000001,0.6009670500000001,0.2921061,0.11851050000000002,0.4106166,82.6936,84.4127,83.43513,1.086667,-0.6416837,0.9930256333333336,-0.5545700728571429,0.26,0.4,0.3,100.0
56,18.0,100.0,S,0.9086254,0.6878738,0.5832668571428572,0.5832668571428572,0.28730029999999995,0.12689520000000004,0.4141955,79.00057,80.29483,78.44798,0.8180862499999999,-0.6507805999999999,0.8228512225000001,-0.5181726,0.28,0.4,0.30000000000000004,111.11111111111113
57,19.0,100.0,S,1.0313290000000002,0.5911021,0.5589791000000001,0.5589791000000001,0.2854331,0.11246830000000002,0.3979014,78.20255999999998,80.06995,77.09744,0.9300737,-0.5458835,0.8689117363636363,-0.3717585900000001,0.24000000000000002,0.38,0.28,103.44827586206895
58,20.0,100.0,S,1.08112,0.6604229,0.5896539733333334,0.5896539733333334,0.2893524,0.11899550000000005,0.4083479,83.52977,82.00184,80.01696,1.033651,-0.61590115,0.9679921999999999,-0.5413194061666666,0.26,0.38000000000000006,0.3,107.14285714285714
59,21.0,100.0,S,0.7052208999999999,0.336501,0.3883628142857143,0.3883628142857143,0.2125712,0.08474780000000001,0.297319,76.39529,77.86548,75.23177,0.6907615,-0.2968318,0.6425085054545455,-0.28292125714285715,0.24,0.38,0.27999999999999997,111.11111111111109
60,22.0,100.0,S,0.8468897500000001,0.4717838,0.43400149125,0.43400149125,0.2271005,0.09848729999999996,0.3255878,84.06213000000002,82.10403000000002,80.68288000000003,0.8102551499999999,-0.4450916,0.778442725,-0.38873419375,0.26,0.42,0.3,93.75
61,23.0,100.0,S,0.9069993,0.34375009999999995,0.4217954588888889,0.4217954588888889,0.2550871,0.11372549999999998,0.3688126,77.19881,77.94051,71.81837,0.8312284,-0.3055961,0.7566641307692308,-0.33008328666666664,0.28,0.43999999999999995,0.30000000000000004,96.77419354838709
62,24.0,100.0,S,0.9925382,0.5323512,0.4572948828571429,0.4572948828571429,0.25833110000000004,0.09732589999999997,0.355657,77.77741,77.85381,74.75388000000002,0.8708456,-0.5022886,0.7762638249999999,-0.40869894428571424,0.28,0.4,0.3,100.0
63,25.0,100.0,S,0.8442519500000001,0.569933,0.4992305714285714,0.4992305714285714,0.2297768,0.10149810000000004,0.33127490000000004,77.4288,77.85597,73.14621,0.7981364000000001,-0.5451973000000001,0.716344475,-0.4663298500000001,0.30000000000000004,0.41999999999999993,0.31999999999999995,100.0
64,26.0,100.0,S,0.9276131,0.52397285,0.46590800875,0.46590800875,0.2570885,0.10743349999999996,0.364522,78.51333000000002,78.8987,74.05019,0.89085075,-0.5098708000000001,0.8170335083333332,-0.4390084725,0.3,0.45999999999999996,0.34,93.75
65,27.0,100.0,S,0.9895104,0.6269604,0.5240622557142858,0.5240622557142858,0.2608234,0.10908290000000004,0.3699063,81.41936,81.10674,76.39263000000003,0.9352472,-0.6197563,0.8338661333333333,-0.5163693757142858,0.30000000000000004,0.42000000000000004,0.32000000000000006,93.75
66,28.0,100.0,S,0.9695351000000001,0.58985515,0.5719888375,0.5719888375,0.303891,0.1428931,0.4467841,81.10306,81.96468,76.57918000000002,0.9153976,-0.5595323999999999,0.8704855928571428,-0.4710290125,0.28,0.46,0.32,90.9090909090909
67,29.0,100.0,S,0.9104427,0.4337066,0.4488203785714286,0.4488203785714286,0.235423,0.09436459999999997,0.3297876,78.55481,78.67218000000003,74.12854,0.8663629,-0.4228068,0.8061343636363637,-0.43804339,0.30000000000000004,0.41999999999999993,0.31999999999999995,93.75
68,30.0,100.0,S,0.7283891,0.437667,0.38067851,0.38067851,0.2009878,0.08212040000000004,0.28310820000000003,77.02188000000002,76.74733,70.09406,0.6466125,-0.4305891,0.6228007083333335,-0.3609243471428571,0.28,0.4,0.30000000000000004,103.44827586206895
69,31.0,100.0,S,0.80371,0.5113807,0.4723243428571429,0.4723243428571429,0.2412204,0.10608169999999996,0.34730209999999995,75.94086,76.73869,71.72977,0.7296156,-0.4849713,0.7140202338461541,-0.4307188128571428,0.30000000000000004,0.44000000000000006,0.31999999999999995,100.0
70,32.0,100.0,S,0.7778146,0.458667,0.4002420714285714,0.4002420714285714,0.2157874,0.08208259999999998,0.29787,75.18087,75.0579,70.02271999999999,0.7000046,-0.4466715,0.6253453076923077,-0.3407502571428572,0.28,0.42000000000000004,0.31999999999999995,100.0
