,Trial,BPM,GestureSize,MedianVelocityRegionOne
1010,11.0,100.0,L,2.25466
1011,12.0,100.0,L,2.0091579999999998
1012,13.0,100.0,L,2.2542720000000003
1013,14.0,100.0,L,2.017081
1014,15.0,100.0,L,2.2356245
1015,16.0,100.0,L,2.0417035
1016,17.0,100.0,L,2.285894
1017,18.0,100.0,L,2.2536715000000003
1018,19.0,100.0,L,2.049601
1019,20.0,100.0,L,2.240886
1020,21.0,100.0,L,1.474104
1021,22.0,100.0,L,1.745581
1022,23.0,100.0,L,1.6967535
1023,24.0,100.0,L,1.657259
1024,25.0,100.0,L,1.640784
1025,26.0,100.0,L,1.6341475
1026,27.0,100.0,L,1.605375
1027,28.0,100.0,L,1.582047
1028,29.0,100.0,L,1.5270115
1029,30.0,100.0,L,1.531509
1030,31.0,100.0,L,1.484662
1031,32.0,100.0,L,1.49816
1032,33.0,100.0,L,1.446581
1033,34.0,100.0,L,1.28986
1034,35.0,100.0,L,1.486837
1035,36.0,100.0,L,1.422072
1036,37.0,100.0,L,1.478241
1037,38.0,100.0,L,1.424099
1038,39.0,100.0,L,1.259179
1039,40.0,100.0,L,1.410002
1040,1.0,120.0,L,1.969588
1041,2.0,120.0,L,2.449943
1042,3.0,120.0,L,2.837406
1043,4.0,120.0,L,2.532722
1044,5.0,120.0,L,2.358464
1045,6.0,120.0,L,2.435892
1046,7.0,120.0,L,2.3019700000000003
1047,8.0,120.0,L,2.2191825
1048,9.0,120.0,L,2.3788240000000003
1049,10.0,120.0,L,2.1898425
1050,11.0,120.0,L,2.306821
1051,12.0,120.0,L,2.173903
1052,13.0,120.0,L,2.1737409999999997
1053,14.0,120.0,L,2.061561
1054,15.0,120.0,L,2.365866
1055,16.0,120.0,L,2.019998
1056,17.0,120.0,L,2.102937
1057,18.0,120.0,L,2.3111145
1058,19.0,120.0,L,2.172566
1059,20.0,120.0,L,2.276437
1060,21.0,120.0,L,1.4244350000000001
1061,22.0,120.0,L,1.608227
1062,23.0,120.0,L,1.7840760000000002
1063,24.0,120.0,L,1.7139669999999998
1064,25.0,120.0,L,1.8559070000000002
1065,26.0,120.0,L,1.8568885000000002
1066,27.0,120.0,L,1.657286
1067,28.0,120.0,L,1.98082
1068,29.0,120.0,L,1.833564
1069,30.0,120.0,L,1.927953
1070,31.0,120.0,L,1.913757
1071,32.0,120.0,L,1.899916
1072,33.0,120.0,L,1.785959
1073,34.0,120.0,L,2.191438
1074,35.0,120.0,L,2.122725
1075,36.0,120.0,L,1.946497
1076,37.0,120.0,L,2.087518
1077,38.0,120.0,L,1.5842685
1078,39.0,120.0,L,1.812362
1079,40.0,120.0,L,1.585143
